tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
31,369280,True,Thu Jul 11 00:13:00 +0000 2024,"@PixelWaveHelp cancel my plan, i already emailed twice with no response",,
32,PixelWaveHelp,False,Thu Jul 11 03:02:00 +0000 2024,Understood — please DM your order number so we can start the refund process.,,31
33,473799,True,Thu Jul 11 11:58:00 +0000 2024,is the new hub compatible with older remotes from 2019 @PixelWaveHelp?,34,
34,PixelWaveHelp,False,Thu Jul 11 14:45:00 +0000 2024,"Yep, stereo pairing works with two of the same model — you can set it up in the app under 'Speaker Groups'.",,33
35,995158,True,Fri Apr 19 07:52:00 +0000 2024,want my money back this thing never worked right from day 1 @PixelWaveHelp,36,
36,PixelWaveHelp,False,Fri Apr 19 08:04:00 +0000 2024,We're sorry to see you go. DM your account email and we'll process the cancellation right away.,,35
37,403051,True,Sun Aug 25 19:22:00 +0000 2024,device randomly disconnects from wifi like 10x a day @PixelWaveHelp pls help,,
38,431171,True,Wed Mar 27 07:30:00 +0000 2024,keeps buffering every 30 seconds even on my gigabit connection @PixelWaveHelp so annoying,39,
39,702764,True,Thu Aug 15 11:51:00 +0000 2024,"this is the THIRD time i've had to tweet @PixelWaveHelp about the same issue, unacceptable",,
40,PixelWaveHelp,False,Thu Aug 15 13:58:00 +0000 2024,We're really sorry — this isn't the experience we want you to have. DM us your case number so a specialist can take a look today.,,39
41,866728,True,Sat May 25 02:51:00 +0000 2024,device randomly disconnects from wifi like 10x a day @PixelWaveHelp pls help,,
42,PixelWaveHelp,False,Sat May 25 03:28:00 +0000 2024,"Sorry to hear that! Try holding the reset button for 10 seconds, then reconnecting to wifi. If that doesn't work, DM us your device serial number.",,41
43,866728,True,Sat May 25 08:40:00 +0000 2024,any update on this??,,42
44,353274,True,Sun Aug 04 19:30:00 +0000 2024,"@PixelWaveHelp cancel my plan, i already emailed twice with no response",45,
45,PixelWaveHelp,False,Sun Aug 04 21:49:00 +0000 2024,We're sorry to see you go. DM your account email and we'll process the cancellation right away.,,44
46,404268,True,Wed Apr 24 00:16:00 +0000 2024,"@PixelWaveHelp 2FA code never arrives, been stuck locked out for 2 days now",47,
47,PixelWaveHelp,False,Wed Apr 24 03:54:00 +0000 2024,"That's frustrating, we hear you. Can you DM your registered email so we can check the 2FA delivery logs on our end?",,46
48,404268,True,Wed Apr 24 11:49:00 +0000 2024,thank you! that fixed it,,47
49,894655,True,Sun Jul 28 16:26:00 +0000 2024,"@PixelWaveHelp customer service has been silent for a week, absolutely ridiculous",50,
50,838115,True,Sat Mar 02 04:11:00 +0000 2024,"please refund my order, i no longer want the device @PixelWaveHelp",51,
51,PixelWaveHelp,False,Sat Mar 02 07:36:00 +0000 2024,Understood — please DM your order number so we can start the refund process.,,50
52,259582,True,Fri May 03 06:17:00 +0000 2024,"this is teh THIRD time i've had to tweet @PixelWaveHelp about the same issue, unacceptable",53,
53,PixelWaveHelp,False,Fri May 03 08:15:00 +0000 2024,We're really sorry — this isn't the experience we want you to have. DM us your case number so a specialist can take a look today.,,52
54,835581,True,Wed Jul 10 06:44:00 +0000 2024,"shoutout to @PixelWaveHelp team for actually being helpful today, rare these days",55,
55,PixelWaveHelp,False,Wed Jul 10 09:47:00 +0000 2024,This made our day — thank you for the kind words! 💙,,54
56,472202,True,Mon Jul 22 06:53:00 +0000 2024,@PixelWaveHelp if this isn't resolved by tomorrow i'm filing a complaint with the BBB,57,
57,PixelWaveHelp,False,Mon Jul 22 08:47:00 +0000 2024,We're really sorry — this isn't the experience we want you to have. DM us your case number so a specialist can take a look today.,,56
58,472202,True,Mon Jul 22 14:39:00 +0000 2024,thank you! that fixed it,,57
59,361949,True,Sat Aug 31 20:42:00 +0000 2024,"@PixelWaveHelp cancel my plan, i already emailed twice with no response",60,
60,PixelWaveHelp,False,Sat Aug 31 22:28:00 +0000 2024,We're sorry to see you go. DM your account email and we'll process the cancellation right away.,,59
61,900273,True,Sat Apr 27 05:45:00 +0000 2024,payment failed on my end but you still charged me?? @PixelWaveHelp explain,62,
62,PixelWaveHelp,False,Sat Apr 27 08:54:00 +0000 2024,"Sorry about that! Duplicate charges are usually reversed automatically within 3-5 business days, but DM your order number and we'll expedite it.",,61
63,680951,True,Fri Jun 21 22:01:00 +0000 2024,device randomly disconnects from wifi like 10x a day @PixelWaveHelp pls help,64,
64,439656,True,Wed Mar 27 02:16:00 +0000 2024,why did you lock my account?? i didnt do anything wrong @PixelWaveHelp,65,
65,PixelWaveHelp,False,Wed Mar 27 05:58:00 +0000 2024,"That's frustrating, we hear you. Can you DM your registered email so we can check the 2FA delivery logs on our end?",,64
66,471171,True,Wed Jun 12 04:34:00 +0000 2024,want my money back this thing never worked right from day 1 @PixelWaveHelp,67,
67,PixelWaveHelp,False,Wed Jun 12 06:27:00 +0000 2024,We're sorry to see you go. DM your account email and we'll process the cancellation right away.,,66
68,217649,True,Sat Aug 10 02:51:00 +0000 2024,"@PixelWaveHelp can someone send me an invoice for last month, need it for expense report",69,
69,PixelWaveHelp,False,Sat Aug 10 04:52:00 +0000 2024,"Sorry about that! Duplicate charges are usually reversed automatically within 3-5 business days, but DM your order number and we'll expedite it.",,68
70,217649,True,Sat Aug 10 09:45:00 +0000 2024,any update on this??,,69
71,480871,True,Wed Aug 07 04:02:00 +0000 2024,"@PixelWaveHelp the new update is so smooth, love it",72,
72,PixelWaveHelp,False,Wed Aug 07 06:47:00 +0000 2024,So glad to hear it! Thanks for being a PixelWave customer.,,71
73,504045,True,Sun Jun 23 16:43:00 +0000 2024,"please refund my order, i no longer want the device @PixelWaveHelp",74,
74,PixelWaveHelp,False,Sun Jun 23 16:52:00 +0000 2024,We're sorry to see you go. DM your account email and we'll process the cancellation right away.,,73
75,398659,True,Wed Jul 10 15:15:00 +0000 2024,still no delivery and its been 2 weeks @PixelWaveHelp whats going on,76,
76,PixelWaveHelp,False,Wed Jul 10 17:29:00 +0000 2024,That's not the experience we want for you — please DM your order # and we'll get a replacement shipped out.,,75
77,440717,True,Mon May 27 06:53:00 +0000 2024,why is my card being charged $14.99 when i thought the plan was $9.99 @PixelWaveHelp,,
78,PixelWaveHelp,False,Mon May 27 07:16:00 +0000 2024,"Sorry about that! Duplicate charges are usually reversed automatically within 3-5 business days, but DM your order number and we'll expedite it.",,77
79,651664,True,Thu Apr 11 01:05:00 +0000 2024,@PixelWaveHelp if this isn't resolved by tomorrow i'm filing a complaint with the BBB,80,
80,PixelWaveHelp,False,Thu Apr 11 01:21:00 +0000 2024,We're really sorry — this isn't the experience we want you to have. DM us your case number so a specialist can take a look today.,,79
81,667480,True,Fri Mar 01 08:23:00 +0000 2024,"@PixelWaveHelp can someone send me an invoice for last month, need it for expense report",82,
82,391845,True,Fri Mar 01 10:24:00 +0000 2024,"@PixelWaveHelp i was charged twice for my subscription this month, pls fix",83,
83,PixelWaveHelp,False,Fri Mar 01 10:52:00 +0000 2024,"Sorry about that! Duplicate charges are usually reversed automatically within 3-5 business days, but DM your order number and we'll expedite it.",,82
84,618917,True,Mon Jul 29 01:25:00 +0000 2024,"hey @PixelWaveHelp i cant log into my account, it keeps saying wrong password even after reset",85,
85,PixelWaveHelp,False,Mon Jul 29 04:18:00 +0000 2024,"Hi there, sorry for the trouble! Please try clearing your app cache and requesting a new reset link — if it still fails, DM us your account email and we'll manually unlock it.",,84
86,825537,True,Sat Jun 08 10:46:00 +0000 2024,want my money back this thing never worked right from day 1 @PixelWaveHelp,87,
87,PixelWaveHelp,False,Sat Jun 08 13:58:00 +0000 2024,Understood — please DM your order number so we can start the refund process.,,86
88,749199,True,Mon Sep 09 16:36:00 +0000 2024,"@PixelWaveHelp order #966552 was supposed to arrive yesterday, tracking hasnt moved in 4 days",89,
89,PixelWaveHelp,False,Mon Sep 09 17:02:00 +0000 2024,So sorry about the delay! DM your order number and we'll escalate directly with the carrier.,,88
90,749199,True,Mon Sep 09 18:20:00 +0000 2024,thank you! that fixed it,,89
91,594912,True,Mon Jun 24 17:03:00 +0000 2024,"just wanna say @PixelWaveHelp support fixed my issue in like 5 mins, amazing",92,
92,PixelWaveHelp,False,Mon Jun 24 20:32:00 +0000 2024,So glad to hear it! Thanks for being a PixelWave customer.,,91
93,594912,True,Tue Jun 25 04:39:00 +0000 2024,"still not fixed, this is ridiculous",,92
94,269258,True,Sat Sep 07 23:30:00 +0000 2024,@PixelWaveHelp when is teh blue colorway coming back in stock,95,
95,PixelWaveHelp,False,Sun Sep 08 00:34:00 +0000 2024,"Great question! Yes, the Pro supports Dolby Atmos; the Mini currently does not. Full spec sheet: pixelwave.co/specs",,94
96,717942,True,Thu Jun 06 02:30:00 +0000 2024,"shoutout to @PixelWaveHelp team for actually being helpful today, rare tehse days",97,
97,PixelWaveHelp,False,Thu Jun 06 03:59:00 +0000 2024,This made our day — thank you for the kind words! 💙,,96
98,519204,True,Wed Aug 07 18:08:00 +0000 2024,@PixelWaveHelp i want to cancel my subscription immediately,99,
99,PixelWaveHelp,False,Wed Aug 07 21:05:00 +0000 2024,We're sorry to see you go. DM your account email and we'll process the cancellation right away.,,98
100,499414,True,Thu Jun 27 14:29:00 +0000 2024,@PixelWaveHelp does the mini support dolby atmos or just the pro?,,
101,681265,True,Wed Mar 20 16:28:00 +0000 2024,why did you lock my account?? i didnt do anything wrong @PixelWaveHelp,,
102,PixelWaveHelp,False,Wed Mar 20 17:09:00 +0000 2024,"Hi there, sorry for the trouble! Please try clearing your app cache and requesting a new reset link — if it still fails, DM us your account email and we'll manually unlock it.",,101
103,577019,True,Wed Apr 03 19:52:00 +0000 2024,"@PixelWaveHelp can someone send me an invoice for last month, need it for expense report",104,
104,226040,True,Wed Apr 10 00:31:00 +0000 2024,device randomly disconnects from wifi like 10x a day @PixelWaveHelp pls help,105,
105,PixelWaveHelp,False,Wed Apr 10 01:06:00 +0000 2024,That error usually clears with a factory reset — full steps here: pixelwave.co/reset. Let us know if it persists.,,104
106,987201,True,Sun May 26 12:07:00 +0000 2024,"@PixelWaveHelp 2FA code never arrives, been stuck locked out for 2 days now",107,
107,PixelWaveHelp,False,Sun May 26 13:52:00 +0000 2024,"Hi there, sorry for the trouble! Please try clearing your app cache and requesting a new reset link — if it still fails, DM us your account email and we'll manually unlock it.",,106
108,280111,True,Sat Jun 01 13:48:00 +0000 2024,"worst support experience ever honestly, thinking about switching brands @PixelWaveHelp",109,
109,PixelWaveHelp,False,Sat Jun 01 16:35:00 +0000 2024,We're really sorry — this isn't the experience we want you to have. DM us your case number so a specialist can take a look today.,,108
110,478636,True,Thu Jun 20 16:20:00 +0000 2024,why is my card being charged $14.99 when i thought the plan was $9.99 @PixelWaveHelp,,
111,861542,True,Tue Jun 11 17:35:00 +0000 2024,"please refund my order, i no longer want teh device @PixelWaveHelp",,
112,PixelWaveHelp,False,Tue Jun 11 20:24:00 +0000 2024,We're sorry to see you go. DM your account email and we'll process the cancellation right away.,,111
113,776830,True,Tue Apr 02 05:30:00 +0000 2024,device randomly disconnects from wifi like 10x a day @PixelWaveHelp pls help,114,
114,PixelWaveHelp,False,Tue Apr 02 07:18:00 +0000 2024,That error usually clears with a factory reset — full steps here: pixelwave.co/reset. Let us know if it persists.,,113
115,784394,True,Mon Aug 19 12:07:00 +0000 2024,keeps buffering every 30 seconds even on my gigabit connection @PixelWaveHelp so annoying,116,
116,430713,True,Mon Jun 24 10:48:00 +0000 2024,still no delivery and its been 2 weeks @PixelWaveHelp whats going on,117,
117,PixelWaveHelp,False,Mon Jun 24 13:15:00 +0000 2024,That's not the experience we want for you — please DM your order # and we'll get a replacement shipped out.,,116
118,430713,True,Mon Jun 24 15:27:00 +0000 2024,thank you! that fixed it,,117
119,797287,True,Sun Apr 21 00:47:00 +0000 2024,payment failed on my end but you still charged me?? @PixelWaveHelp explain,120,
120,PixelWaveHelp,False,Sun Apr 21 04:04:00 +0000 2024,We'd be happy to send an invoice — please DM the email on file and the billing month you need.,,119
121,797287,True,Sun Apr 21 06:36:00 +0000 2024,thank you! that fixed it,,120
122,727848,True,Sun Jul 14 20:50:00 +0000 2024,"@PixelWaveHelp 2FA code never arrives, been stuck locked out for 2 days now",123,
123,PixelWaveHelp,False,Sun Jul 14 22:45:00 +0000 2024,"That's frustrating, we hear you. Can you DM your registered email so we can check the 2FA delivery logs on our end?",,122
124,222869,True,Tue Apr 02 01:27:00 +0000 2024,@PixelWaveHelp if this isn't resolved by tomorrow i'm filing a complaint with the BBB,125,
125,753502,True,Fri Jun 28 14:15:00 +0000 2024,"just wanna say @PixelWaveHelp support fixed my issue in like 5 mins, amazing",126,
126,PixelWaveHelp,False,Fri Jun 28 14:41:00 +0000 2024,So glad to hear it! Thanks for being a PixelWave customer.,,125
127,331755,True,Mon Apr 29 18:58:00 +0000 2024,"hey @PixelWaveHelp i cant log into my account, it keeps saying wrong password even after reset",,
128,PixelWaveHelp,False,Mon Apr 29 22:01:00 +0000 2024,"That's frustrating, we hear you. Can you DM your registered email so we can check the 2FA delivery logs on our end?",,127
129,514939,True,Sat Jul 13 18:12:00 +0000 2024,"@PixelWaveHelp password reset link is broken, just 404s",130,
130,PixelWaveHelp,False,Sat Jul 13 20:14:00 +0000 2024,"That's frustrating, we hear you. Can you DM your registered email so we can check the 2FA delivery logs on our end?",,129
131,454130,True,Sun Jun 30 16:15:00 +0000 2024,"@PixelWaveHelp firmware update bricked my device, screen is just black now",132,
132,PixelWaveHelp,False,Sun Jun 30 16:25:00 +0000 2024,"Sorry to hear that! Try holding the reset button for 10 seconds, then reconnecting to wifi. If that doesn't work, DM us your device serial number.",,131
133,454130,True,Mon Jul 01 00:08:00 +0000 2024,any update on this??,,132
134,438908,True,Sun Aug 18 13:59:00 +0000 2024,why did you lock my account?? i didnt do anything wrong @PixelWaveHelp,135,
135,PixelWaveHelp,False,Sun Aug 18 16:58:00 +0000 2024,"That's frustrating, we hear you. Can you DM your registered email so we can check the 2FA delivery logs on our end?",,134
136,506300,True,Fri Sep 06 16:04:00 +0000 2024,"@PixelWaveHelp 2FA code never arrives, been stuck locked out for 2 days now",137,
137,PixelWaveHelp,False,Fri Sep 06 18:08:00 +0000 2024,"Hi there, sorry for the trouble! Please try clearing your app cache and requesting a new reset link — if it still fails, DM us your account email and we'll manually unlock it.",,136
138,509259,True,Thu Mar 28 19:31:00 +0000 2024,"please refund my order, i no longer want the device @PixelWaveHelp",,
139,PixelWaveHelp,False,Thu Mar 28 21:16:00 +0000 2024,We're sorry to see you go. DM your account email and we'll process the cancellation right away.,,138
140,509259,True,Thu Mar 28 21:38:00 +0000 2024,"did that, didn't work",,139
141,944340,True,Sat Mar 16 05:25:00 +0000 2024,device randomly disconnects from wifi like 10x a day @PixelWaveHelp pls help,142,
142,545236,True,Thu Apr 18 05:41:00 +0000 2024,"@PixelWaveHelp been using the hub for a year now and zero issues, great product",143,
143,PixelWaveHelp,False,Thu Apr 18 07:39:00 +0000 2024,So glad to hear it! Thanks for being a PixelWave customer.,,142
144,545236,True,Thu Apr 18 07:50:00 +0000 2024,"still not fixed, this is ridiculous",,143
145,568539,True,Sun Jun 16 03:35:00 +0000 2024,keeps buffering every 30 seconds even on my gigabit connection @PixelWaveHelp so annoying,146,
146,PixelWaveHelp,False,Sun Jun 16 04:02:00 +0000 2024,That error usually clears with a factory reset — full steps here: pixelwave.co/reset. Let us know if it persists.,,145
147,568539,True,Sun Jun 16 08:14:00 +0000 2024,"did that, didn't work",,146
148,668029,True,Fri Apr 19 10:23:00 +0000 2024,device randomly disconnects from wifi like 10x a day @PixelWaveHelp pls help,149,
149,PixelWaveHelp,False,Fri Apr 19 10:38:00 +0000 2024,That error usually clears with a factory reset — full steps here: pixelwave.co/reset. Let us know if it persists.,,148
150,265015,True,Sun May 05 06:47:00 +0000 2024,"@PixelWaveHelp my hub won't turn on at all, tried 3 different outlets",151,
151,474907,True,Sun Sep 08 22:44:00 +0000 2024,"@PixelWaveHelp box arrived completely crushed, device inside is cracked",152,
152,PixelWaveHelp,False,Sun Sep 08 22:55:00 +0000 2024,So sorry about the delay! DM your order number and we'll escalate directly with the carrier.,,151
153,950330,True,Fri Jun 28 12:50:00 +0000 2024,why did you lock my account?? i didnt do anything wrong @PixelWaveHelp,154,
154,PixelWaveHelp,False,Fri Jun 28 16:20:00 +0000 2024,"Hi there, sorry for the trouble! Please try clearing your app cache and requesting a new reset link — if it still fails, DM us your account email and we'll manually unlock it.",,153
155,925729,True,Sat Sep 14 04:38:00 +0000 2024,keeps buffering every 30 seconds even on my gigabit connection @PixelWaveHelp so annoying,156,
156,PixelWaveHelp,False,Sat Sep 14 06:54:00 +0000 2024,"Sorry to hear that! Try holding the reset button for 10 seconds, then reconnecting to wifi. If that doesn't work, DM us your device serial number.",,155
157,925729,True,Sat Sep 14 13:29:00 +0000 2024,"did that, didn't work",,156
158,267877,True,Wed Aug 14 01:30:00 +0000 2024,"@PixelWaveHelp can someone send me an invoice for last month, need it for expense report",,
159,288166,True,Tue Apr 23 03:26:00 +0000 2024,payment failed on my end but you still charged me?? @PixelWaveHelp explain,160,
160,PixelWaveHelp,False,Tue Apr 23 06:09:00 +0000 2024,We'd be happy to send an invoice — please DM the email on file and the billing month you need.,,159
161,764725,True,Sun Sep 15 21:48:00 +0000 2024,"@PixelWaveHelp i was charged twice for my subscription this month, pls fix",162,
162,PixelWaveHelp,False,Sun Sep 15 22:58:00 +0000 2024,We'd be happy to send an invoice — please DM the email on file and the billing month you need.,,161
163,459448,True,Wed Apr 17 07:15:00 +0000 2024,why is my card being charged $14.99 when i thought the plan was $9.99 @PixelWaveHelp,164,
164,PixelWaveHelp,False,Wed Apr 17 08:24:00 +0000 2024,We'd be happy to send an invoice — please DM the email on file and the billing month you need.,,163
165,442620,True,Wed Aug 14 03:41:00 +0000 2024,still no delivery and its been 2 weeks @PixelWaveHelp whats going on,166,
166,PixelWaveHelp,False,Wed Aug 14 07:40:00 +0000 2024,That's not the experience we want for you — please DM your order # and we'll get a replacement shipped out.,,165
167,444205,True,Sun Mar 31 01:12:00 +0000 2024,"@PixelWaveHelp customer service has been silent for a week, absolutely ridiculous",,
168,PixelWaveHelp,False,Sun Mar 31 04:35:00 +0000 2024,We're really sorry — this isn't the experience we want you to have. DM us your case number so a specialist can take a look today.,,167
169,310918,True,Sun Aug 11 19:45:00 +0000 2024,"shoutout to @PixelWaveHelp team for actually being helpful today, rare tehse days",170,
170,PixelWaveHelp,False,Sun Aug 11 19:59:00 +0000 2024,So glad to hear it! Thanks for being a PixelWave customer.,,169
171,413324,True,Sun Mar 03 10:26:00 +0000 2024,@PixelWaveHelp when is the blue colorway coming back in stock,172,
172,PixelWaveHelp,False,Sun Mar 03 12:51:00 +0000 2024,"Yep, stereo pairing works with two of the same model — you can set it up in the app under 'Speaker Groups'.",,171
173,614498,True,Sat Aug 17 17:09:00 +0000 2024,"@PixelWaveHelp firmware update bricked my device, screen is just black now",174,
174,PixelWaveHelp,False,Sat Aug 17 20:04:00 +0000 2024,That error usually clears with a factory reset — full steps here: pixelwave.co/reset. Let us know if it persists.,,173
175,527535,True,Sat Sep 07 18:56:00 +0000 2024,"shoutout to @PixelWaveHelp team for actually being helpful today, rare these days",,
176,406780,True,Sun Jun 09 23:25:00 +0000 2024,keeps buffering every 30 seconds even on my gigabit connection @PixelWaveHelp so annoying,177,
177,PixelWaveHelp,False,Mon Jun 10 01:13:00 +0000 2024,"Sorry to hear that! Try holding the reset button for 10 seconds, then reconnecting to wifi. If that doesn't work, DM us your device serial number.",,176
178,370440,True,Wed Apr 03 00:03:00 +0000 2024,"@PixelWaveHelp firmware update bricked my device, screen is just black now",,
179,PixelWaveHelp,False,Wed Apr 03 03:16:00 +0000 2024,That error usually clears with a factory reset — full steps here: pixelwave.co/reset. Let us know if it persists.,,178
180,497056,True,Thu Apr 11 16:10:00 +0000 2024,"@PixelWaveHelp i was charged twice for my subscription this month, pls fix",181,
181,PixelWaveHelp,False,Thu Apr 11 17:32:00 +0000 2024,"Sorry about that! Duplicate charges are usually reversed automatically within 3-5 business days, but DM your order number and we'll expedite it.",,180
182,497056,True,Fri Apr 12 01:44:00 +0000 2024,"still not fixed, this is ridiculous",,181
183,706185,True,Mon May 20 01:38:00 +0000 2024,"@PixelWaveHelp been using the hub for a year now and zero issues, great product",184,
184,PixelWaveHelp,False,Mon May 20 04:26:00 +0000 2024,This made our day — thank you for the kind words! 💙,,183
185,624132,True,Mon Aug 05 06:53:00 +0000 2024,payment failed on my end but you still charged me?? @PixelWaveHelp explain,186,
186,576656,True,Mon Apr 01 04:15:00 +0000 2024,why is my card being charged $14.99 when i thought the plan was $9.99 @PixelWaveHelp,187,
187,PixelWaveHelp,False,Mon Apr 01 04:50:00 +0000 2024,We'd be happy to send an invoice — please DM the email on file and the billing month you need.,,186
188,857501,True,Mon Sep 16 09:41:00 +0000 2024,device randomly disconnects from wifi like 10x a day @PixelWaveHelp pls help,189,
189,PixelWaveHelp,False,Mon Sep 16 11:54:00 +0000 2024,That error usually clears with a factory reset — full steps here: pixelwave.co/reset. Let us know if it persists.,,188
190,848955,True,Thu Jul 04 14:15:00 +0000 2024,"@PixelWaveHelp password reset link is broken, just 404s",191,
191,PixelWaveHelp,False,Thu Jul 04 16:02:00 +0000 2024,"That's frustrating, we hear you. Can you DM your registered email so we can check the 2FA delivery logs on our end?",,190
192,848955,True,Thu Jul 04 17:17:00 +0000 2024,thank you! that fixed it,,191
193,296168,True,Sat Jun 22 16:32:00 +0000 2024,"@PixelWaveHelp my hub won't turn on at all, tried 3 different outlets",194,
194,PixelWaveHelp,False,Sat Jun 22 16:50:00 +0000 2024,"Sorry to hear that! Try holding the reset button for 10 seconds, then reconnecting to wifi. If that doesn't work, DM us your device serial number.",,193
195,884453,True,Tue Sep 17 04:01:00 +0000 2024,"this is the THIRD time i've had to tweet @PixelWaveHelp about the same issue, unacceptable",196,
196,PixelWaveHelp,False,Tue Sep 17 05:19:00 +0000 2024,We're really sorry — this isn't the experience we want you to have. DM us your case number so a specialist can take a look today.,,195
197,373131,True,Fri Aug 23 23:59:00 +0000 2024,"@PixelWaveHelp customer service has been silent for a week, absolutely ridiculous",198,
198,PixelWaveHelp,False,Sat Aug 24 03:53:00 +0000 2024,We're really sorry — this isn't the experience we want you to have. DM us your case number so a specialist can take a look today.,,197
199,678573,True,Sat Apr 06 08:32:00 +0000 2024,@PixelWaveHelp if this isn't resolved by tomorrow i'm filing a complaint with the BBB,200,
200,PixelWaveHelp,False,Sat Apr 06 08:46:00 +0000 2024,We're really sorry — this isn't the experience we want you to have. DM us your case number so a specialist can take a look today.,,199
201,678573,True,Sat Apr 06 12:22:00 +0000 2024,"did that, didn't work",,200
202,491711,True,Wed Aug 21 10:57:00 +0000 2024,can i use two hubs in the same house for stereo pairing @PixelWaveHelp,203,
203,PixelWaveHelp,False,Wed Aug 21 13:44:00 +0000 2024,"Great question! Yes, the Pro supports Dolby Atmos; the Mini currently does not. Full spec sheet: pixelwave.co/specs",,202
204,675045,True,Sun Jul 21 16:37:00 +0000 2024,"just wanna say @PixelWaveHelp support fixed my issue in like 5 mins, amazing",205,
205,PixelWaveHelp,False,Sun Jul 21 17:49:00 +0000 2024,So glad to hear it! Thanks for being a PixelWave customer.,,204
206,353297,True,Sat Jun 01 10:48:00 +0000 2024,"@PixelWaveHelp my hub won't turn on at all, tried 3 different outlets",207,
207,741177,True,Sat May 04 09:40:00 +0000 2024,"@PixelWaveHelp firmware update bricked my device, screen is just black now",208,
208,PixelWaveHelp,False,Sat May 04 10:23:00 +0000 2024,"Sorry to hear that! Try holding the reset button for 10 seconds, then reconnecting to wifi. If that doesn't work, DM us your device serial number.",,207
